Unnamed: 0,TWEET,STOCK,DATE,LAST_PRICE,1_DAY_RETURN,2_DAY_RETURN,3_DAY_RETURN,7_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY
9139,"@Computerworld @jmbrandonbb True, but the @Microsoft team dedicated to #Office for mac has done an amazing job of l… https://t.co/2RvfVFkFjZ",Microsoft,01/06/2017,70.1,-0.0037089871611981,0.0044222539229672,-0.0019971469329529,-0.0068473609129813,21603601.0,9.868,14.412,1.0,0.475
22441,ZU Size AU 9 / EUR 40 Women's Black &amp; White 2 X Platform Wedge Booties Sandals https://t.co/a9R1XvXhuw via @eBay,,,,,,,,,,,,
9619,"RT @FreemaOfficial: S E N S I E S!!!!!!!
YOU F*%#ING DID IT!!!!!!!!
#BringbackSense8 
We're coming back!!!! 😍😱😭😭😍🦄🦋☀️🌈💝 @netflix @sense8 ht…",Netflix,30/06/2017,149.41,0.0045512348571046,0.0267719697476741,0.010842647747808,0.0576266648818687,5213315.0,32.714,28.827,1.0,0.0
Starbucks,17/09/2018,54.57,0.0032985156679494177,0.0032985156679494,0.0032985156679494,0.0073300348176653,9277192.0,8.517999999999999,11.52,-1.0,0.0,,
59942,@Tesco @jamieoliver When you start preaching people start leaving..,,,,,,,,,,,,
33783,"Every student deserves an education! Syrian Refugees in Lebanon are getting better access thanks to @HP, the Cloone… https://t.co/6Bz9RlYoMu",HP,28/10/2018,23.13,0.0,0.0,0.0285343709468223,0.030696065715521,12369440.0,34.341,32.496,-1.0,0.0
6687,Check out A'reve #Tulle #Lace Layering Long Vest #Lagenlook Boho Chic Sz:L Neutral https://t.co/BlB4tWEjdK @eBay,,,,,,,,,,,,
,Apple,22/10/2018,220.65,-0.0060729662361205,-0.0060729662361205,-0.0060729662361205,-0.0149104917289825,28792082.0,41.348,28.719,1.0,0.0,
easyJet,01/09/2018,1525.0,0.0,0.0022950819672131,0.0180327868852459,0.0272131147540983,1775737.0,25.674,22.33,1.0,0.0,,
,Walmart,31/08/2017,78.07,0.0060202382477265,0.0089663122838478,-0.000512360701934,0.0034584347380557,8194750.0,14.403,13.527,1.0,0.0,
,Facebook,21/10/2018,154.05,0.0,0.0,0.0056475170399219,-0.0020123336579032,19761347.0,35.723,27.856,1.0,0.6,
eBay,01/09/2018,34.61,0.0,0.0054897428488875,0.0092458826928633,-0.0023114706732157,7944075.0,11.392,14.753,1.0,0.0,,
812,What better way to promote a vision of the future than with interactivity? Go @Ford! Will be checking this out! https://t.co/Si9ZnmYL0k,,,,,,,,,,,,
17641,RT @TMobile: Wanna scare #Thankenstein? 😱Submit your best monster costume w/ #Thankenstein + #Contest for a chance to win a $500… ,,,,,,,,,,,,
36671,"@StarWarsJunk @PalmettoVIP @boycee02 @rianjohnson @Disney SW Reading Club 175k
Lore 600k
Dorkly (not exclusive SW,… https://t.co/qu4UDKGdQK",Disney,01/09/2018,112.02,0.0,-0.0008926977325477,0.0038386002499554,-0.0008034279592928,4642826.0,4.824,13.207,1.0,0.0
95504,I posted a new video to Facebook https://t.co/T8mQglZQHj,,,,,,,,,,,,
7821,@Ryanair Is that each way,,,,,,,,,,,,
16402,"RT @bazluhrmann: THE SECRET LIFE OF FLOWERS, our film for @erdem &amp; @hm, with new music by @yearsandyears is out now... #ERDEMxHM https://t.…",H&M,31/10/2017,25.24,0.0261489698890649,0.0221870047543582,0.0221870047543582,0.0362519809825674,5600.0,14.593,33.911,1.0,-0.1318181818181818
106385,"Amazon Author Page: https://t.co/uAAF2FKeYQ
https://t.co/GjpC8kxWyW

#historicalfiction #womensfiction… https://t.co/TaekrxhUhX",Amazon,20/10/2018,1764.03,0.0,0.003792452509311,0.0383780321196351,0.0139340033899649,5907246.0,51.688,34.372,-1.0,0.0
94150,RT @_ParkerH: Haunted House idea: A poorly lit Walmart littered with people you haven't seen since High School,,,,,,,,,,,,
12187,RT @GESRAY1: Check out Vintage Pink Milk Glass FENTON Melon Silver Crest Ruffled Vase Sagaofluck #Fenton https://t.co/qjyX1bYL3Y via @eBay,,,,,,,,,,,,
78845,(Used car buying guide: Honda Integra Type R DC2) has been published on ads r7ty - https://t.co/CPMWDjN3bh https://t.co/9g5sxwSaKi,,,,,,,,,,,,
78360,RT @Mimirocah1: 4 areas FBI should be allowed to probe for fair investigation on Ford: 1) Judge 2) people at house where attack occurred st…,,,,,,,,,,,,
Netflix,06/09/2018,346.46,-0.01523985452866124,0.0494718004964499,0.0612480517231427,0.070772960803556,13050156.0,51.132,40.562,1.0,0.1363636363636363,,
Disney,03/09/2018,112.02,0.0,0.0,0.0,0.002767362970898,4642826.0,4.824,13.207,-1.0,0.05,,
59558,RT @alexmorgan13: So proud to be a part of the @Nike family #JustDoIt https://t.co/0l2BpphbzY,,,,,,,,,,,,
28529,"@LukeHaueter @netflix I'M DOWN, when do we start? https://t.co/b5DuC8AuBV",Netflix,22/10/2018,329.54,0.0094980882442192,0.0094980882442192,0.0094980882442192,0.0108939734174909,17097175.0,79.116,52.925,1.0,-0.1555555555555556
72818,RT @Reuters: Oil prices rise as markets tighten ahead of Iran sanctions https://t.co/Oa77cOsneO https://t.co/PYVptTKZhu,,,,,,,,,,,,
36089,RT @ShawnMendes: Thank you @Apple for including me in this amazing ad! #BehindTheMac #ad x https://t.co/CM7948rMCN,,,,,,,,,,,,
106143,"RT @NBA_Skits: This new LeBron James Nike ad 👀👑🔥

 https://t.co/0FMftM8huX",Nike,20/10/2018,74.21,0.0,0.0187306292952432,0.0305888694246059,0.0229079638862687,7301200.0,46.148,29.772,1.0,0.1363636363636363
101237,"RT @StreetwearVice: Nike Air Max 1 Premium ""Work Blue"" is now available to purchase with Free Shipping Options! BUY HERE: https://t.co/lGJp…",Nike,19/10/2018,74.21,0.0187306292952432,0.0305888694246059,0.0440641422988816,0.0229079638862687,7301200.0,46.148,29.772,1.0,0.3
eBay,24/09/2018,33.72,0.00948991696322658,0.0094899169632265,0.0094899169632265,0.0142348754448399,8746536.0,9.487,14.181,-1.0,0.0,,
,eBay,31/03/2017,33.57,0.0038725052129878,0.0023830801310693,-0.0011915400655346,-0.0050640452785225,10222995.0,12.663,12.648,1.0,0.5,
Reuters,03/09/2018,49.0473,0.0,0.0,0.0,-0.0285214476637857,3566561.0,19.213,16.855,1.0,-0.1,,
83152,"RT @MKaufmann11: @susanbaze @DavidWohl @FBI Please review this article re Ms. Ford and RT if you don't mind

""HOLY CRAP! Christine Ford’s S…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,-1.0
94709,@theshoeFLY Netflix stays with the heat... Never would have guessed it years ago,,,,,,,,,,,,
Facebook,07/09/2018,163.04,-0.003128066732090229,0.0253925417075565,0.0498037291462218,0.0778336604514229,24300600.0,25.798,26.07,-1.0,-0.1416666666666666,,
82829,"RT @McAllisterDen: In light of the prosecutor’s report and what sane people heard with our own ears, Christine Blasey Ford is NOT CREDIBLE.…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.5
25226,@RealPeterHalpin @Daredevil @netflix Same to you entirely dear Brother.,,,,,,,,,,,,
105066,RT @RiskyReels: Next 40 Retweets Get x3 Entries😍 https://t.co/0JVKK2XxFt,,,,,,,,,,,,
Walmart,27/10/2018,98.94,0.0,0.0024257125530625,-0.0139478471801091,-0.0180917727915907,14925551.0,14.375,16.814,1.0,1.0,,
14241,"@spacenationorg @melindacrow @Samsung Becoming a ""space nation astronaut"" and it being accessible to everyone 💪🏼🙌🏼‼️",Samsung,01/09/2017,46480.0,-0.0034423407917383,-0.0060240963855421,-0.0086058519793459,0.011617900172117,10641700.0,14.387,23.967,-1.0,0.4125
100431,"#FFAuxano on Facebook #FBAGD :
https://t.co/0TF1ds7wxp https://t.co/QjzKdF2c30",Facebook,19/10/2018,154.05,0.0056475170399219,0.0348588120740017,0.030704316780266,-0.0020123336579032,19761347.0,35.723,27.856,-1.0,0.0
,Apple,01/10/2018,227.26,-0.0066883745489746,-0.0066883745489746,-0.0066883745489746,-0.0284695942972806,23600802.0,15.837,19.827,1.0,0.0,
Pfizer,14/09/2018,42.96,-0.002560521415270005,-0.0128026070763501,-0.0151303538175046,-0.0176908752327746,15939852.0,9.619,12.449000000000002,1.0,0.3,,
57848,"RT @JohnLegere: The #iPhoneXs, #iPhoneXsMax and #iPhoneXR look amazing, right? Something even more amazing… @TMobile will carry them all! R…",TMobile,12/09/2018,67.92,-0.0295936395759718,-0.0347467608951707,-0.0519729093050648,-0.0325382803297998,5020278.0,22.012,30.021,-1.0,0.4428571428571429
8589,@YahooNews Hey @Yahoo. Have you seen what is happening all over the world with ppl/companies that put our POTUS45 d… https://t.co/Z3X4nBHxEy,,,,,,,,,,,,
26290,@netflix Why cancel Luke Cage? It was a good show. While I am at it get with Seanan McGuire and option the October… https://t.co/hJF8HIqjNw,,,,,,,,,,,,
,Starbucks,01/03/2017,57.14,-0.0047252362618131,-0.0063003150157507,0.0059502975148756,0.0075253762688134,7197973.0,10.137,19.205,1.0,0.2,
46666,"RT @TomFitton: National Fraternal Order of Police on @Nike: ""Our members and, for that matter, any American citizen, understand when the la…",Nike,05/09/2018,79.92,-0.004004004004004,0.0285285285285285,0.0285285285285285,0.0359109109109109,12269138.0,21.037,19.239,1.0,0.0
81587,@SnakePl33542119 Starbucks Espresso ground.☕,,,,,,,,,,,,
,eBay,31/05/2017,34.3,0.0093294460641399,0.0174927113702624,0.0174927113702624,0.0151603498542274,9762178.0,16.727,22.532,-1.0,0.0,
43885,RT @Bfiddler: @mamurf41 @RealCandaceO @adidas @adidasUS @adidasUK Me When you finally realize @Nike owns @Converse https://t.co/T9iqk2YzkN,,,,,,,,,,,,
1734,@Ford what are you doing to actively help the people who constantly have to bring in their fiestas/focuses for transmission problems,,,,,,,,,,,,
81552,"RT @touchnct: HOLD ON...so nct are going on jimmy kimmel, attending the AMAS and are the first ever kpop pick for Apple Music’s “up next” a…",Apple,01/10/2018,227.26,-0.0066883745489746,-0.0066883745489746,-0.0066883745489746,-0.0284695942972806,23600802.0,15.837,19.827,-1.0,0.125
,Facebook,22/10/2018,154.78,-0.0047163716242407,-0.0047163716242407,-0.0047163716242407,-0.0081405866391006,15424658.0,35.76,27.657,1.0,0.1363636363636363,
Netflix,24/09/2018,369.61,-0.02278076891858991,-0.0227807689185899,-0.0227807689185899,-0.0521089797353967,9322522.0,44.319,41.985,1.0,-0.1,,
26785,@irishayesha @Ryanair Flew Ryanair from stansted recently and the lack of staff was shocking. Almost everything is… https://t.co/pCTcfpQFjh,,,,,,,,,,,,
34683,RT @EMoney3000: @UPS Has The Worst Customer Service/Delivery Service Options. The Guarantee &amp; Delivery Windows Are Very Inaccurate And Have…,,,,,,,,,,,,
108735,Nike SV 56-14 Sand SW Wedge Right Steel Shaft # 47675 https://t.co/TNgS6uZESX,,,,,,,,,,,,
66104,"Hey @Starbucks, I love your decision to donate 100% unused food to charity in US! @GlblCtzn &amp; I want to know - when will you do this in UK?",Starbucks,18/09/2018,55.07,-0.0090793535500272,-0.0058107862720174,-0.0058107862720174,0.0009079353550026,7569586.0,9.239,11.723,-1.0,0.625
58901,"RT @tiffanyyoung: My first adventure through Scotland #teachyou 
 #HM #HMLOVESMUSIC @hm https://t.co/ddSOaVdAyT",H&M,13/09/2018,13.6792,-0.0226036610328089,-0.0226036610328089,-0.0094449967834375,-0.0131001812971518,2182.0,45.111,55.463,1.0,0.25
eBay,28/10/2018,27.34,0.0,0.0,0.0263350402340892,0.0515727871250914,16691760.0,54.536,37.821,-1.0,0.2556818181818182,,
66481,"RT @McDonalds: Our new Honey BBQ Glazed Tenders are sweet and spicy, just like Grandma and her advice. Maybe that's why she loves them so m…",McDonald's,19/09/2018,159.18,-0.0088578967206935,-0.0065334841060436,0.0104284457846462,0.0349290111823093,2821953.0,14.422,12.177,1.0,0.2431818181818181
52148,Check out Lot of 12 Mixed RX Plastic Pill Bottles with Cap - pre owned  https://t.co/fTQxob2jyr via @eBay,,,,,,,,,,,,
7752,@MarkGraban @Microsoft @Apple Noooo enter the world of @Linux,,,,,,,,,,,,
96344,(Buzzfeed):#Order From A #Kids Menu And We'll Reveal Which '00s Disney Channel Character Is Your Soulmate : Do you… https://t.co/HGv30JJ49X,,,,,,,,,,,,
47618,Check out Ed Hardy by Christian Audigier Denim Mini Skirt “Love Kills Slowly” Size 26 #Mini https://t.co/htFFDfUHHe via @eBay,,,,,,,,,,,,
6554,RT @Reuters: LISTEN: Trump talks to @Reuters about missing his old life and how he thought his new job would be easier.… ,,,,,,,,,,,,
,Amazon,21/10/2018,1764.03,0.0,0.0,0.003792452509311,0.0139340033899649,5907246.0,51.688,34.372,1.0,0.0,
Reuters,20/09/2018,50.1267,-0.00241787310954046,0.0024158781647305,0.0,0.0028567609677078,1955631.0,10.159,13.966,-1.0,0.0,,
44553,RT @1Marri_: Everyone please boycott @Nike so I can get all my Fall and Winter gear for 75% off,,,,,,,,,,,,
,Facebook,28/02/2017,135.54,0.0064187693669765,-0.000737789582411,-0.000737789582411,-0.0134277703998819,16112092.0,12.07,14.601,-1.0,0.05,
Apple,22/09/2018,217.66,0.0,0.0108885417623817,0.0032619682072958,0.0283929063677295,96246748.0,27.839,19.836,1.0,0.0,,
95229,"RT @ImranKhanPTI: Condemnable terrorist attack targeting Kandahar's governor, police chief &amp; Intel chief. Our condolences &amp; prayers go to P…",Intel,18/10/2018,44.97,0.0204580831665555,0.0215699355125639,-0.0097843006448743,-0.0164554147209251,26638830.0,32.107,29.25,-1.0,0.0
TMobile,31/10/2018,68.55,-0.06754194018964252,-0.0530999270605397,-0.0501823486506199,-0.0414296134208607,9212389.0,52.81100000000001,33.278,1.0,0.0,,
45403,"Oh, y'all BIG mad at @Nike 😂",Nike,04/09/2018,79.6,0.0326633165829146,0.0326633165829146,0.0326633165829146,0.0374371859296482,18565837.0,20.517,20.153,-1.0,-0.3125
Yahoo,27/10/2018,3.33,0.0,0.0,0.012012012012012,0.0,29.0,46.128,41.049,-1.0,0.0,,
eBay,11/09/2018,34.11,-0.01172676634418055,-0.0035180299032541,-0.0035180299032541,0.0202286719437114,4970617.0,17.473,15.015999999999998,-1.0,0.0,,
96279,RT @Hyden_Dubz: Dead ass.. why isn’t fresh prince on Netflix or Hulu.. https://t.co/ojzRQy3CCo,,,,,,,,,,,,
3096,@Heineken I just bought a pack of Heineken 24 bot. 30 cl. with free glass 25cl and bottles only bring a few more of… https://t.co/CzzT2EIq0E,,,,,,,,,,,,
49044,@iamalyxander @Nike @Kaepernick7 HAHAA R U SERIOUS? GROW UP PUSSY ITS NOT EVEN SPECIAL HAHAHA,,,,,,,,,,,,
,Google,28/02/2017,844.93,0.0056099321837312,0.0034085663901151,0.0034085663901151,0.0051365201851041,1383119.0,6.591,12.823,-1.0,0.2,
eBay,15/09/2018,34.1,0.0,0.0099706744868034,0.0046920821114368,-0.0032258064516128,5376353.0,18.239,14.535,1.0,0.1363636363636363,,
Netflix,14/09/2018,364.56,0.009847487382049526,0.0147849462365591,-0.0236723721746763,-0.0435593592275619,4756426.0,46.007,37.876,-1.0,0.0,,
53729,RT @Nike: Don’t believe you have to be like anybody to be somebody.,,,,,,,,,,,,
15164,RT @Starbucks: Happy #NationalCoffeeDay! ☕️❤️ #CoffeeLoveCups https://t.co/f7k9UDUBln,,,,,,,,,,,,
66175,I have a challenge for @Apple in 2020: launch a Mac Book that's a modern redesign of the 2000's candy-colored iBook… https://t.co/oxQKYRliwV,,,,,,,,,,,,
,BMW,20/10/2018,74.53,0.0,0.0010733932644572,0.0114048034348583,0.0022809606869717,3597192.0,17.334,24.662,-1.0,0.0,
,Apple,31/03/2017,143.66,0.0018794375609077,0.0032020047333983,0.00097452317973,-0.0210218571627454,19661651.0,14.898,11.614,1.0,0.0681818181818181,
23259,Just saw this on Amazon: Godsgrave: Book Two of the Nevernight Chron... by Jay Kristoff for $2.99 https://t.co/tBuaJQqsnZ via @amazon,,,,,,,,,,,,
77429,RT @Reuters: Senator Flake's journey to defying Trump on Supreme Court nominee https://t.co/8WXFMZRTDe,,,,,,,,,,,,
Netflix,18/10/2018,346.71,0.051887744801130654,-0.0008941190043552,-0.0391681809004643,-0.0738657667791524,18461040.0,77.507,51.917,1.0,0.0,,
42305,RT @sclancy79: First the @NFL forces me to choose between my favorite sport and my country. I chose country. Then @Nike forces me to choose…,,,,,,,,,,,,
CocaCola,30/09/2018,46.19,0.0,0.0,-0.0038969473912102,0.0084433860142888,9071904.0,13.038,11.459,1.0,-0.75,,
11573,Check out 1978  25 Years of The Schenley Awards Book #EdmontonEskimos https://t.co/0nKnH2HN2l via @eBay,,,,,,,,,,,,
61051,"Check out Gryphon Stringed Instruments Guitar Strap Leather Suede  2.75"" Wide   https://t.co/d9F1zvx376 via @eBay",eBay,14/09/2018,34.1,0.0099706744868034,0.0046920821114368,0.0002932551319647,-0.0032258064516128,5376353.0,18.239,14.535,-1.0,-0.1
42886,RT @sclancy79: First the @NFL forces me to choose between my favorite sport and my country. I chose country. Then @Nike forces me to choose…,,,,,,,,,,,,
8850,Enter to win a $150 @Disney gift card #giveaway #contest #freethings #gumdrop https://t.co/yu6zMpZCWX,,,,,,,,,,,,
17999,"RT @TorontoStar: Media Rights Capital and @netflix suspend House of Cards production to review situation, concerns of cast and crew.
https:…",Netflix,31/10/2017,196.43,0.0098762918087868,0.0158326121264571,0.0158326121264571,-0.0020872575472178,5518595.0,20.059,30.692,1.0,0.0
Netflix,13/09/2018,368.15,0.0048893114219747714,-0.0331929919869617,-0.0536194485943228,-0.0589162026347956,8366122.0,45.955,37.74800000000001,1.0,0.0,,
98077,President Trump needs to create a task force to investigate and audit FB Google Twitter and other social media comp… https://t.co/D3LOF73om0,,,,,,,,,,,,
98475,"STBT REPCOHOME
341 - 318 = 23 point 
1lot=Risk= 5000rs
1lot=Reward= 20700 Rs
Revise SL= COST
Next TGT= 250 (Subject… https://t.co/WxLtz3TL7h",Next,19/10/2018,5092.0,0.00942655145326,0.016496465043205,0.0428122545168892,0.0593087195600942,472846.0,33.347,35.407,1.0,0.0
72589,RT @netflix: @taywildbruh Love the passion but that’s photoshopped. Sorry!,,,,,,,,,,,,
eBay,28/10/2018,27.34,0.0,0.0,0.0263350402340892,0.0515727871250914,16691760.0,54.536,37.821,-1.0,0.0,,
46658,RT @datrinti: Quick paint over of Henry cavill as Geralt🤘 @netflix #henrycavill #geraltofrivia #thewitcher #digitalart #digitalpainting #Ne…,,,,,,,,,,,,
,Facebook,22/10/2018,154.78,-0.0047163716242407,-0.0047163716242407,-0.0047163716242407,-0.0081405866391006,15424658.0,35.76,27.657,1.0,0.1363636363636363,
,eBay,31/03/2017,33.57,0.0038725052129878,0.0023830801310693,-0.0011915400655346,-0.0050640452785225,10222995.0,12.663,12.648,1.0,-0.1666666666666666,
,Disney,22/10/2018,118.27,0.005326794622474,0.005326794622474,0.005326794622474,-0.0408387587723006,8406370.0,30.92,21.189,1.0,0.5,
,Netflix,01/06/2017,162.99,0.0004908276581384,0.0014111295171482,-0.0034357936069697,0.0003681207436039,3896317.0,18.003,26.643,-1.0,0.0,
,Facebook,19/10/2018,154.05,0.0056475170399219,0.0348588120740017,0.030704316780266,-0.0020123336579032,19761347.0,35.723,27.856,-1.0,-0.1,
66203,"@Reuters Poor donny boy, doesn’t pay to go a wandering!",Reuters,18/09/2018,50.2478,-0.0024100557636353,-0.0021911407066577,-0.0021911407066577,-0.0230159330358742,1970781.0,11.156,16.788,-1.0,-0.5
Amazon,08/09/2018,1952.07,0.0,0.0031966066790637,0.0218998294118551,0.031064459778594,4892643.0,26.915,20.099,-1.0,0.0208333333333333,,
95835,RT @SkyNews: Which Disney heroine is the greatest role model for young women? https://t.co/LX6KOXzBuF,,,,,,,,,,,,
95729,Next step https://t.co/PY4ullYDbX,,,,,,,,,,,,
Reuters,27/10/2018,50.6003,0.0,0.0113181147147349,0.0095770183180732,0.0145848937654519,1552695.0,15.882,23.586,-1.0,0.0,,
89683,RT @Fwiz: First day at the new Google office located here in LA - it’s a stunning architectural feat. It’s built inside of the refurbished…,,,,,,,,,,,,
Facebook,26/09/2018,166.95,-0.012219227313566887,-0.0092243186582808,-0.0240790655884994,-0.0233003893381251,25252231.0,21.19400000000001,22.882,1.0,0.0666666666666666,,
25136,@TheGreatTrevi @H_Combs @netflix A movie.,,,,,,,,,,,,
1219,"RT @By_JackRoberts: '60s vintage @Ford COEs. ""Aerodynamics? We don't need no stinking aerodynamics!"" https://t.co/2blp0IZIm5",Ford,31/01/2017,12.36,0.0008090614886731,0.0105177993527508,0.0105177993527508,0.0202265372168284,46974479.0,26.321,27.647,1.0,0.0
114875,IBM 9110 51A 16GB RAM 73.4GB Disk Power Server System Enterprise Networking - ASAP Services https://t.co/UchzfW4ib7,,,,,,,,,,,,
4000,@Apple huh?? This is who you associate with WHITNEY?? Lol https://t.co/FQ01BffP64,,,,,,,,,,,,
47988,RT @johnrich: Our Soundman just cut the Nike swoosh off his socks. Former marine. Get ready @Nike multiply that by the millions. https://t.…,,,,,,,,,,,,
33003,RT @Reuters: Gunman targeting Jews kills 11 in Pittsburgh synagogue https://t.co/TLVZJffEYS,,,,,,,,,,,,
Nike,05/09/2018,79.92,-0.004004004004004097,0.0285285285285285,0.0285285285285285,0.0359109109109109,12269138.0,21.037,19.239,1.0,-0.6,,
47623,RT @Reuters: Weak exports push U.S. trade deficit to five-month high https://t.co/AExCxVyTFe https://t.co/rjYB8rw55o,,,,,,,,,,,,
38700,Check out VTG Lairds of Scotland Kilt Skirt Tartan Plaid Pleated Wrap Wool Midi Size 8 #Pleated https://t.co/0Tnp0P2Dux via @eBay,,,,,,,,,,,,
Intel,16/09/2018,45.54,0.0,0.0,0.0006587615283267,0.0199824330259113,22998666.0,19.793,19.265,-1.0,0.8,,
105917,"RT @ABC7NY: Next stop, Halloween! Boy's bus costume is custom-built for wheelchair https://t.co/aXbEeIZXut https://t.co/zUWQl71219",Next,20/10/2018,5092.0,0.0,0.00942655145326,0.016496465043205,0.0593087195600942,472846.0,33.347,35.407,-1.0,0.0
117227,Get Free Leadership Advice To Start and Finish Your Next Project: https://t.co/1YcceAkIbz | A Way To Impactful Work… https://t.co/ePT1cS9uqJ,,,,,,,,,,,,
69944,RT @IndieWire: #Maniac is now available to stream on @netflix! Emma Stone is as brilliant as the worlds around her in this intrepid limited…,,,,,,,,,,,,
118358,Does someone wanna kill me I’ll PayPal you after,,,,,,,,,,,,
48224,@TMGiarratano @AIRBORNEJAG70 @M77Jake @YusufHassanNYC @NotDeadGlomar @StilettoRoyalty @johnrich @Nike I don’t under… https://t.co/xk4r2PJ4Kr,,,,,,,,,,,,
41804,"RT @benign0: Throwback... Reporters Karen Lema and Manuel Mogato of @Reuters LIED about the Duterte ""Hitler"" quote 
https://t.co/Q6yHu2DckF…",Reuters,04/09/2018,48.871,0.0036074563647152,0.0036074563647152,0.0036074563647152,0.0065355732438459,2464463.0,19.369,16.923,1.0,0.0
,eBay,31/05/2017,34.3,0.0093294460641399,0.0174927113702624,0.0174927113702624,0.0151603498542274,9762178.0,16.727,22.532,-1.0,0.0,
,Apple,28/04/2017,143.65,0.0009745910198397,0.0002088409328228,0.0061260006961364,-0.0096066829098503,20860358.0,10.476,11.495,-1.0,-0.2,
59719,@Reuters After Article 13 it's definitely worth it.,,,,,,,,,,,,
32520,"@rebeccaord @Toyota Blame video games for lack of sales because they're ""too realistic"" so you don't have to buy a car to enjoy one anymore",Toyota,27/10/2018,6534.0,0.0,-0.0202020202020202,0.0067340067340067,0.0065809611264156,10300700.0,22.825,24.429,-1.0,0.2833333333333333
,Facebook,18/10/2018,154.92,0.0290472501936483,0.0249160857216628,-0.0090369222824682,-0.0101342628453394,21675084.0,35.673,27.967,1.0,0.0,
119610,"RT @BTS_twt: RM - mono.

Soundcloud: https://t.co/lRE59fNSls
Google: https://t.co/OlW5N8xWa7
Mediafire: https://t.co/eatf17DRqR
Dropbox: ht…",Google,22/10/2018,1111.37,-0.0055697022593734,-0.0055697022593734,-0.0055697022593734,-0.0080351278152189,1355842.0,39.089,25.831,1.0,0.0
,Google,19/10/2018,1105.18,-0.0065781139723845,0.0202772399066214,0.0252447565102516,0.013898188530375,2064289.0,38.805,26.117,1.0,0.0,
117206,RT @ragipsoylu: BREAKING — CCTV footage shows an individual riding another BMW car with diplomatic plate were transferring bag/bags out of…,,,,,,,,,,,,
36787,"RT @Vana_Pauloo: still got it.

bumbag &amp; dress from: @ASOS https://t.co/0S8TwXcTyf",ASOS,01/09/2018,6114.0,0.0,-0.0022898266274124,-0.0350016355904481,-0.0219169120052338,208939.0,36.814,23.126,1.0,0.0
Starbucks,05/09/2018,53.79,-0.00483361219557535,-0.0063208774865215,-0.0063208774865215,-0.0100390407138873,7966579.0,5.284,12.686,1.0,0.8,,
32985,RT @Reuters: WATCH: Triplet African servals debut at Shanghai Zoo https://t.co/tibQaPieO3,,,,,,,,,,,,
,Shell,21/10/2018,2521.0,0.0,0.0,-0.0130900436334787,-0.0170567235224117,4708075.0,21.44400000000001,18.695,-1.0,0.0,
11980,"RT @McDonalds: We have 3 half gallons of #SzechuanSauce stuck in 1998! Retweet, like or respond to bring them to present day before 11:28 p…",McDonald's,31/07/2017,155.14,0.0045765115379657,0.0045765115379657,0.0045765115379657,-0.0212066520562072,4280364.0,29.535,18.408,-1.0,-0.2083333333333333
Nike,03/09/2018,82.2,0.0,0.0,0.0,0.0054744525547445,5177091.0,13.223,17.918,-1.0,-0.125,,
,Apple,01/10/2018,227.26,-0.0066883745489746,-0.0066883745489746,-0.0066883745489746,-0.0284695942972806,23600802.0,15.837,19.827,-1.0,-0.4,
5516,@Bharper3407 @JohnLegere @TMobile How do I get one?,,,,,,,,,,,,
19281,RT @hm: Ugly christmas sweaters or sultry santa dresses? We asked @NICKIMINAJ 10 questions – you don’t wanna miss the answe… ,,,,,,,,,,,,
,Starbucks,28/02/2017,56.87,-0.0015825567082819,0.0107262176894671,0.0107262176894671,0.0117812554949886,8750655.0,10.165,19.305,1.0,0.85,
72187,"RT @pi_mathias: @Disney @OhMyDisney Oh my Disney, what a mess you created the moment you let @JamesGunn go to appease the cyber Nazis. #reh…",Disney,23/09/2018,110.4,0.0,0.0,0.0110507246376811,-0.0103260869565217,25753718.0,15.975,10.466,1.0,-0.175
32593,"RT @spg: Introducing the new SPG @AmericanExpress Luxury Card. New Card Members can earn 100K points after they make $5,000 in eligible pur…",American Express,27/10/2018,101.25,0.0,0.0232098765432098,0.0058271604938271,0.0541234567901234,5395686.0,34.646,23.413,1.0,0.1363636363636363
,Reuters,30/11/2017,48.5406,0.0054449265151235,0.0122536598229111,0.0052183120933816,0.0002266144217418,816955.0,7.222,18.276,1.0,0.0,
JPMorgan,28/10/2018,103.42,0.0,0.0,0.0139238058402629,0.0434152001547089,19174916.0,24.427,21.767,-1.0,0.0,,
29439,"RT @TMobile: We’re DOUBLING donations during the @MLB World Series! 

Now each home run is worth $10k, and we’ll donate another $2/per #HR4…",TMobile,23/10/2018,69.28,0.0033198614318707,0.006784064665127,0.006784064665127,-0.0049076212471132,3113004.0,23.207,19.667,1.0,0.0
McDonald's,23/09/2018,165.3,0.0,0.0,-0.0272837265577738,-0.0269812462189958,8805474.0,22.396,14.880999999999998,-1.0,0.0,,
84949,"RT @DLoesch: Will Dr. Ford hand over her therapist’s notes, a big part of her corroboration claim, to the FBI for this investigation? Her t…",Ford,01/10/2018,9.32,-0.0075107296137339,-0.0075107296137339,-0.0075107296137339,0.028969957081545,44864717.0,24.013,22.415,1.0,0.0
